arg-id,argument
Acsv-212_0,燃料価格の変動による電気代の高騰を補助金などで短期的に緩和することは、根本的な解決にならない。
Acsv-213_0,燃料価格の変動による電気代の高騰を補助金で緩和することは根本的な解決にならない。
Acsv-213_1,燃料依存が続く限り、日本のエネルギー自給率は低いままである。
Acsv-213_2,省エネ・再エネ投資によって電気代は安くなる。
Acsv-213_3,再エネ関連の事業が育成されることでGDPが増え、雇用も増える。
Acsv-214_0,第６次エネルギー基本計画以降の国費投入に関する評価や言及が必要である。
Acsv-214_1,ガソリン補助金や電気・ガス料金補助などの予算措置についての評価が欠如しているのはおかしい。
Acsv-215_0,ガソリンや電気・ガスの補助金は気候変動対策に逆行する。
Acsv-216_0,再生可能エネルギーのコストを競争力ある水準に低減させ、自立的に導入が進む状態を早期に実現すべきである。
Acsv-216_1,再生可能エネルギー賦課金や原子力、火力発電に対する税金の使用状況を公開し、長期脱炭素電源オークションでの費用負担を電源別に比較可能な状態にすべきである。
Acsv-217_0,国際的に遜色ない価格を目指すためには、指標とする国地域や目標とする価格水準を具体的に明示する必要がある。
Acsv-218_0,脱炭素化に伴う国民のコスト負担が増加することを明言すべきである。
Acsv-218_1,国民のコスト負担の増加の一部または大部分がエネルギー価格の上昇として顕在化することを明言すべきである。
Acsv-219_0,国民理解促進および国民の総意を反映する世論形成のためには、一般家庭における国民一人当たりの電力および燃料を含む全エネルギーに対する平均的な推定支出額を示すことが有効である。
Acsv-219_1,各カーボンニュートラル燃料や脱炭素技術のコストを現状の実態コストと将来のコストダウンを見込んだコストの2種類で提示すべきである。
Acsv-220_0,日本は世界第5位の排出大国であり、温室効果ガスの削減計画が不十分である。
Acsv-220_1,2013年比で2035年には75～80％削減をめざすべきである。
Acsv-221_0,2025年に示す2035年度目標の60%削減は、パリ協定の1.5℃目標に整合するような野心的なものであることを国際社会に説明するのは不可能である。
Acsv-221_1,60%削減という目標は、多くの研究機関やNGOが示す脱炭素シナリオからみて全く不十分である。
Acsv-222_0,気候危機の深刻化に対する認識が欠けている
Acsv-222_1,COP28決定が示す2030年までが「決定的に重要な10年」であることへの認識が欠けている
Acsv-222_2,日本が気候変動問題の加害国であることを認識すべき
Acsv-222_3,日本の豊かな生活が途上国の子どもたちや将来世代に大きな負担をかけていることを認識すべき
Acsv-222_4,温室効果ガスの排出実質ゼロを2050年ではなく前倒しで達成する計画にすべき
Acsv-223_0,国民は連日の猛暑や気候変動による農畜産物への影響を憂慮している。
Acsv-223_1,日本は先進国としてCO2を出し続けた責任がある。
Acsv-223_2,1.5度以下に気温を抑える必要があるが、エネルギー基本計画でその責任が果たせるかが重要である。
Acsv-223_3,世界では2035年までに2019年比60％削減が必要とされているが、日本政府の目標は低すぎる。
Acsv-223_4,2013年度比で75～80％のCO2削減を目指すべきである。
Acsv-224_0,カーボンバジェットは1.5度目標達成において重要な指標である。
Acsv-224_1,2035年目標は2013年比で66%以上の排出量削減を目指すべきである。
Acsv-225_0,日本政府の温室効果ガス排出削減目標は不十分である。
Acsv-225_1,2030年までに51%削減、2035年までに66%削減が必要である。
Acsv-225_2,先進国としてさらに高い削減目標が求められる。
Acsv-225_3,国連に提出するNDCとの関係を考慮し、計画の上方修正が必要である。
Acsv-226_0,政府は高い削減目標を掲げ、その達成のための政策を打ち立てるべき
Acsv-227_0,削減目標が高く、達成が困難であると考えている。
Acsv-227_1,気候変動問題においては政策と施策の一体化が重要である。
Acsv-227_2,施策の実施効果が出るまでには時間差があるため、排出量は直線的に減少するのではなく、エクスポーネンシャルに減少することになる。
Acsv-227_3,中間年度の目標値達成は単純に困難である。
Acsv-228_0,我が国の温室効果ガス７３％削減目標は根拠が不透明で説明が困難である。
Acsv-228_1,エネルギー政策において双方向的なコミュニケーションを行っても、政府に対する信頼を得ることはできない。
Acsv-229_0,東京電力福島第一原子力発電所事故への真摯な反省は忘れてはならない原子力政策の原点である。
Acsv-229_1,40年超の老朽化した原発を稼働させることは、原発事故の教訓を活かしているとは言えない。
Acsv-230_0,第7次エネルギー基本計画は福島第一原発事故の教訓を軽視している
Acsv-230_1,原発を廃止し、水素エネルギー基盤の充実を図るべきである
Acsv-231_0,原発廃止を求めるのは、福島第一原発事故を機に世界が脱原発の方向に向かっているからである。
Acsv-231_1,事故を起こした日本が「低減」から「最大限活用」に転換することは非常に問題である。
Acsv-231_2,原発は安全性・経済性・将来性のリスクが大きく、次世代に引き継げる電源ではないため、2030年までに原発はゼロに転換すべきである。
Acsv-232_0,福島原発事故により、想定外の事故が発生する可能性があることが分かった。
Acsv-232_1,ひとたび事故が起きれば、規模においても危険性においても甚大な影響を及ぼすことが分かった。
Acsv-232_2,福島原発事故の反省と教訓に立つならば、原発は縮小廃止するのが至極当然の帰結である。
Acsv-233_0,脱炭素電源として原発を活用することに反対である。
Acsv-233_1,福島第一原子力発電所事故の終息が見えない状況で、原子力発電は即刻廃止すべきである。
Acsv-234_0,原発の過酷事故の悲惨さを明記すべき
Acsv-234_1,14年も経っているのにいまだに故郷に帰れない人たちの思いを明記すべき
Acsv-234_2,放射線被曝の現実を明記すべき
Acsv-234_3,目途のたたない廃炉の現実を明記すべき
Acsv-235_0,福島復興については、国も東電も本気を出して推進するべきである。
Acsv-235_1,福島の復興なくして東北の復興はなく、東北の復興なくして日本の再生はないため、復興について本気度を示す必要がある。
Acsv-236_0,東京電力福島第一原子力発電所事故の経験から得られた教訓を国際社会と共有すべきである。
Acsv-236_1,共有すべき内容には、原発の過酷事故の悲惨さや、14年経っても故郷に帰れない人々の思い、目途のたたない廃炉の現実が含まれる。
Acsv-237_0,福島イノベーション・コースト構想は被災者の生活再生には役立っていない。
Acsv-237_1,都市部の事業者が復興予算で儲けるだけで、元の住民のためになっていない。
Acsv-238_0,福島新エネ社会構想加速化プラン2.0は絵にかいたプランである。
Acsv-238_1,予算措置がどれだけなされているか、また、現在どれだけ実行されているのかが問題である。
Acsv-239_0,東京電力は福島第一原発事故の被害者に対する責任をとるべきである。
Acsv-239_1,事故後の処理は杜撰な管理体制で行われている。
Acsv-240_0,東電は福島の事故で真摯な対応をしていない。
Acsv-240_1,国は事業者を指導し、適切に対応させるべきである。
Acsv-241_0,ALPS処理汚染水については海洋放出を中止すべきである。
Acsv-242_0,ALPS処理水の安全性は確認されていない。
Acsv-242_1,ALPSで処理されていてもトリチウムやプルトニウムなど、生態系に悪影響を及ぼす放射性物質は除去されておらず、これを海洋放出することは大きな問題である。
Acsv-243_0,アルプス処理水の海洋放出は避けるべき。
Acsv-244_0,エネルギー需要量の大幅縮小を可能とする社会の構築を目指し、支援制度の拡充を求めるべきである。
Acsv-244_1,脱炭素社会の実現のためには、エネルギー需要量を縮小させることが重要である。
Acsv-245_0,エネルギーや資源を好き放題使っていては脱炭素目標が遠のく
Acsv-245_1,飲料の自動販売機やコンビニエンスストアの数、大型商業施設の建物面積、イルミネーションなどは減らすことができる
Acsv-245_2,企業の活動に任せていてはエネルギー消費の削減は進まないので、政府がエネルギー消費削減の姿勢を示すべき
Acsv-246_0,全ての分野・領域での省エネを徹底することが大前提である。
Acsv-247_0,家庭の省エネや省エネルギー型社会の移行につながる施策の強化が求められる
Acsv-247_1,電力需要増の将来的な見通しについては精査が必要である
Acsv-247_2,国際社会はエネルギー効率改善率を2倍にすることに合意し、省エネルギーを1.5度目標の主要施策として位置付けている
Acsv-247_3,必要なエネルギー量を削減しつつ再生可能エネルギーに切り替えることが脱炭素に向けた最優先課題である
Acsv-248_0,DXやGXの推進による電力需要増加が懸念されるが、鉄鋼や化学業界は供給過剰であるため、コストパフォーマンスの悪い事業者を日本から排除することが最も効果的な省エネ策である。
Acsv-250_0,次世代スマートメータの導入により、レジリエンスの強化や脱炭素化、需給の安定化が期待される。
Acsv-250_1,事業者による新サービスの創出が促進されるべきである。
Acsv-250_2,電力データの提供が開始されたが、サービス利用者数の増加が低いことが問題である。
Acsv-250_3,需要家側の電力データの活用に対する周知が不十分であり、手続きの複雑さなどの課題が存在する。
Acsv-251_0,次世代スマートメーターを導入することで期待される効果を最大限発揮するために、電力データの活用に関する広報活動を政府、電力データ管理協会、事業者が一体となって行うべきである。
Acsv-251_1,需要家側での電力データ活用に対する認知の拡大を促進すべきである。
Acsv-252_0,電力貯蔵システムやコージェネ、負荷設備、蓄熱槽等のDERを活用したアグリゲーションビジネスの促進が必要である。
Acsv-252_1,コージェネレーションシステムは再エネ導入拡大に伴い重要性が高まる調整力やDRに貢献するため、更なる普及が重要である。
Acsv-253_0,コージェネレーションの導入拡大に賛同する。
Acsv-253_1,コージェネレーションは需要地で電気と熱を安定供給できる分散型エネルギーリソースであり、再生可能エネルギーの大量導入により重要性が高まる。
Acsv-253_2,需要側での柔軟性（ディマンドサイドフレキシビリティ）を発揮できるため、導入拡大の取組を進めることに賛同する。
Acsv-254_0,コージェネレーションの導入拡大等の電力も含めた安定供給に資する取組を進めることに賛同する。
Acsv-254_1,コージェネレーションは需要地で電気と熱を安定供給できる分散型エネルギーリソースであり、再生可能エネルギーの大量導入により需要側での柔軟性が高まるため、導入拡大の取組を進めることに賛同する。
Acsv-255_0,高効率・高耐久・低コストな燃料電池技術の製造技術開発を進めることに賛同する。
Acsv-255_1,燃料電池の普及拡大には高効率・高耐久・低コストな燃料電池の開発が非常に重要である。
Acsv-255_2,ガス業界は家庭用を中心とした定置用燃料電池の普及推進に積極的に役割を果たしていきたい。
Acsv-256_0,水電解装置や燃料電池の製造能力拡大に向けた投資に賛同する。
Acsv-256_1,燃料電池のコスト削減に向けた取組を進めることに賛同する。
Acsv-256_2,燃料電池は再エネ導入拡大に伴い重要性が高まる技術であり、災害時のレジリエンス性向上にも貢献する。
Acsv-257_1,燃料電池の普及拡大のためには、高効率・高耐久・低コストな燃料電池の開発が非常に重要であり、ガス業界としても家庭用定置用燃料電池の普及推進に積極的に役割を果たしていきたい。
Acsv-258_0,熱需要の脱炭素化は低コストで容易にできることが多いが、国家による支援策がほとんど講じられてこなかった。
Acsv-258_1,熱需要の脱炭素化に関しては、早急に積極的に支援策を行うべきである。
Acsv-259_0,地域型の熱供給は、災害時のレジリエンス強化や省エネルギーの実現の観点から重要である。
Acsv-259_1,カーボンニュートラル化に貢献するため、清掃工場排熱等の未利用エネルギーを活用した地域型の熱供給に対して、国から制度面や税制面での支援が必要である。
Acsv-260_0,地中熱利用など自然エネルギー開発に取り組む計画を立てるべきである。
Acsv-261_0,データセンターやAIによる電力需要の急増を決めつけるのは問題である。
Acsv-261_1,別の試算を無視し、最初から結論ありきの姿勢は適切ではない。
Acsv-262_0,電力需要増の将来的な見通しについては精査が必要である。
Acsv-262_1,DXにより一定の電力需要増は想定されるが、AIによるエネルギー効率化の進展や産業・社会の在り方の変化によるエネルギー需要の低減もあり得る。
Acsv-263_0,DX、GX分野での省エネ技術の進歩は著しい。
Acsv-263_1,Dramへの変更で消費電力は1/10程度となり、今後は消費電力が1/20、1/1000になると見込まれる半導体の開発競争が進んでいる。
Acsv-263_2,「電力需要増加」という予測をする根拠は乏しい。
Acsv-264_0,デジタルトランスフォーメーション（DX）の進展により、データセンターや半導体工場の増設が進むと電力需要が増加する可能性がある。
Acsv-264_1,AI技術の進化によりエネルギー効率が向上し、全体のエネルギー需要が低減する可能性がある。
Acsv-265_0,住宅・建築物の省エネルギー性能の向上を進めるべき
Acsv-265_1,断熱窓への改修や高効率給湯器の導入に対する支援を拡充すべき
Acsv-266_0,民間において家電製品や生産設備の省エネ化が進んでいる
Acsv-266_1,経済活動が回復した後も電力消費が増えないのは省エネ化の成果である
Acsv-266_2,省エネを促進するためにインセンティブを与える政策を推進すべき
Acsv-266_3,省エネをさらに進める具体策を出すべき
Acsv-267_0,ビルダー・工務店の進捗は遅いので、遅くとも2030年までにZEB・ZEHの原則義務化を早期に発表する必要がある。
Acsv-267_1,より高い水準の住宅作りを目指すことで、ZEH等新たな基準の家づくりを避けるビルダーや工務店を牽引する必要がある。
Acsv-268_0,2050年ネット・ゼロ実現に向けて、非電力部門の排出削減が重要である。
Acsv-268_1,電源の非化石化拡大と電化の推進が必要不可欠である。
Acsv-268_2,事業者は全力で取り組む必要がある。
Acsv-269_0,電源の脱炭素化と電化を推進していく方針に賛同する。
Acsv-269_1,電化推進にあたっては安定供給の確保を大前提に、脱炭素電源の拡大状況を踏まえた政策が必要である。
Acsv-270_0,AIによる省エネ効果を活用すべき
Acsv-270_1,何でも電気に依存することを見直し、脱電化で電力消費を減らす努力が必要である
Acsv-271_0,エネルギーを電化して利用することは極力抑えるべきである。
Acsv-271_1,超高圧交流送電を高圧直流送電に変えることで、送電ロスが減少し、節エネルギーが期待できる。
Acsv-271_2,直流送電の技術が進展しているため、その切り替えを促進し、エネルギーロスを削減する努力をするべきである。
Acsv-272_0,電源の脱炭素化と電化を推進することが求められる
Acsv-272_1,脱炭素化が難しい分野においても脱炭素化を推進する必要がある
Acsv-272_2,非電力分野においては燃料転換や水素、CCUSを活用した対策を進める必要がある
Acsv-273_0,再生可能エネルギー化率の報告が事業者に設置値要求を促すため、設置に多大な負担がかかると感じる。
Acsv-273_1,公費補助等の効率的な費用負担を考慮してほしい。
Acsv-274_0,改正省エネ法に基づく非化石転換において、事業者は技術的・経済的に可能な範囲内で取り組むべきである。
Acsv-274_1,新たな措置を講じる際には、事業者の競争力を損なわないように留意すべきである。
Acsv-275_0,家庭部門のエネルギー消費の約３割を占める給湯器の省エネルギーや非化石転換の加速、特に化石燃料の割合が依然高い寒冷地の暖房・給湯の電化、非化石転換の加速が重要である。
Acsv-275_1,寒冷地では家庭部門のエネルギー消費に占める暖房・給湯の割合が高く、そのほとんどが化石燃料によって供給されているため、家庭部門の電化や非化石転換は極めて重要かつポテンシャルの大きいセクターである。
Acsv-276_0,デマンドリスポンス（DR）は、再生可能エネルギーの活用に有効な手段である。
Acsv-276_1,協力した事業者に対するインセンティブの仕組みについて議論を進めるべきである。
Acsv-277_0,ＺＥＨ+の選択要件には、電気自動車を活用した自家消費の拡大措置のための充電設備又は充放電設備の設置が含まれるべきである。
Acsv-277_1,DRに必要な設備を促進するために、ＥＶを絡めたシステムの最適化を検討すべきである。
Acsv-278_0,中小企業の省エネについては、既存技術の改良だけでなく全く新しい方式や立地の変更も検討すべきである。
Acsv-279_0,中小企業の脱炭素化を加速するためには、サプライチェーンを通じた再エネ調達の支援や自治体、地域金融機関による地域企業の脱炭素化取組の支援が必要である。
Acsv-279_1,中小企業の脱炭素化加速という重要な課題に対して、具体的な施策を記載する必要がある。原案は省エネ助言に偏っており、より包括的な記載が求められる。
Acsv-280_0,工場部門には屋根設置型太陽光発電の運用に適さない工場が存在するため、省エネ法の原則を堅持すべきである。
Acsv-280_1,定期報告制度において設置ポテンシャル等の報告徴収を行う際には、事業者側の調査負荷が過大にならないよう配慮が必要である。
Acsv-281_0,屋根設置太陽光発電に関し、省エネ法に基づく定期報告制度の活用等の措置が講じられるべきである。
Acsv-281_1,屋根耐荷重等の問題で設置できないケースがあるため、事業者に過度の負担が生じないよう配慮されるべきである。
Acsv-282_0,省エネ法に基づく定期報告事項の中には、GXリーグ等の他制度と重複するものがあるため、一度の報告で済むようにシステム連携等を検討すべきである。
Acsv-282_1,省エネや脱炭素に関する報告の増加により、事業者の事務負担が増加しているため、報告の簡素化が必要である。
Acsv-283_0,産業用途の非効率な石炭自家発電や石炭ボイラーは、温室効果ガスの排出量が少ないガスコージェネレーションへの燃料転換を促進すべきである。
Acsv-283_1,発電事業以外の業種（製紙工場や化学工場など）でも石炭ボイラーを利用しているため、燃料転換を進める必要がある。
Acsv-283_2,コージェネレーションは電力供給に加え、電気空調から廃熱利用機器を中心とした空調システムに切り替えることで電力ピークカットが可能であり、総合効率も高い。
Acsv-283_3,非効率石炭火力のフェードアウトを促進するための有効な手段としてコージェネレーションを明記すべきである。
Acsv-285_0,非効率な石炭火力のフェードアウトを促進することに同意する。
Acsv-285_1,産業用途の非効率な石炭自家発電や石炭ボイラーは、温室効果ガスの排出量が少ないガスコージェネへの燃料転換を促進すべきである。
Acsv-285_2,燃料転換を進めるためには、ガスインフラの整備も支援する必要がある。
Acsv-287_0,革新的電気炉の実機化には良質な鉄スクラップと多量な電力が必要不可欠である。
Acsv-287_1,国は鉄スクラップの海外流出防止を含めた原料の確保と電力の安定供給に取り組むべきである。
Acsv-288_0,データセンターによる電力需要が急増すると予測されるなら、省エネ政策を強力に実施すべきである。
Acsv-288_1,データセンターの省エネベンチマーク制度について、目標の引き上げが必要である。
Acsv-289_0,データセンター等の電力需要は省エネルギーおよび効率化を進めることでより少ない需要量を前提とすべきである。
Acsv-289_1,大前提となる目標値の設定に疑問がある。
Acsv-290_0,日本はDXの推進にあたり、データセンターの開設に環境対策を十分に課すべきである。
Acsv-290_1,データセンターが消費する電力については再生可能エネルギーのさらなる活用を行うべきである。
Acsv-291_0,ZEB、ZEHをもっと力強く後押しすべき
Acsv-291_1,ZEB、ZEHは初期コストが高いが、長期的なランニングコストを考慮すれば安価である
Acsv-291_2,ゼロカーボンを達成するためには、省エネを促進し、使用エネルギーを抑える必要がある
Acsv-292_0,ひとにも地球にも優しい高性能で耐久性のある住居を増やすべきである。
Acsv-292_1,経済状況によって健康に支障をきたすレベルの住環境が存在するため、冬の暖房や夏のエアコンの備えが必要である。
Acsv-293_0,2050年にストック平均でZEB・ZEH基準の省エネルギー性能を確保するために、「脱炭素社会に向けた住宅・建築物の省エネ対策等のあり方検討会」を再開し、2030～50年の省エネルギー性能向上と再生可能エネルギーの導入拡大に係るロードマップを策定すべき。
Acsv-293_1,2030年以降にZEH基準を上回る省エネルギー性能を有する住宅の標準化を目指すべき。具体的には、経済産業省のZEHロードマップ検討委員会で審議中の新ZEH＋の誘導水準を参照すること。
Acsv-293_2,2030年以降の具体的な目標を定めることで、事業者は予見性を持つことができる。
Acsv-294_0,建物の断熱基準を強化すべき
Acsv-294_1,国全体でエネルギー効率の向上を進めるべき
Acsv-295_0,CO2削減目標を実現するためには、省エネが大きなファクターである。
Acsv-295_1,COP28で合意された省エネ2倍を目指すべきである。
Acsv-295_2,日本の住宅はほとんど断熱されていないため、内窓を付けるだけでも省エネは効果を上げる。
Acsv-295_3,断熱規制を強めるべきである。
Acsv-296_0,建物の断熱基準を強化して省エネを進めるべきです。
Acsv-297_0,業務・家庭消費者が省エネルギー志向のライフスタイルに転換できるよう普及啓発を進めるべき
Acsv-297_1,省エネルギー型社会への移行を促進する多様な施策を実施すべき
Acsv-298_0,消費者が省エネルギー志向のライフスタイルに転換できるよう普及啓発を進めるべき
Acsv-299_0,省エネルギー社会の構築をめざし、施策を強化すべき
Acsv-299_1,脱炭素社会の実現に向けて省エネの推進が最優先課題である
Acsv-299_2,家庭における省エネの余地は多く残されており、省エネ家電への切り替えや断熱化を進めるべき
Acsv-299_3,行政の省エネ補助は上限額に達する状況が続いているため、支援を強化すべき
Acsv-299_4,消費者がライフスタイルを転換できるように「デコ活」などの支援を強化すべき
Acsv-301_0,高効率給湯器や潜熱回収型給湯器の導入に当たっては、制度上や慣行上の問題を解消する必要がある。
Acsv-301_1,単に補助金などの支援策を講じるだけでは、ドレン水の排水規制や流通業界の販売慣行などの問題は解決しない。
Acsv-302_0,トップランナー制度の見直しおよびDRready制度の検討にあたり、ユーザーのエネルギー利用の選択肢が狭められないよう留意すべき
Acsv-303_0,高効率湯器の導入を支援すべきであり、特に賃貸集合住向けには潜熱回収型給湯器の導入が重要である。
Acsv-303_1,木造建築物はRCなどの工法よりも環境負荷が少ないというエビデンスがあるため、持続可能な木材を使った建築を推進すべきである。
Acsv-303_2,コスト削減や狭小地でも活用できる小型設備の開発を通じてイノベーションを促進すべきである。
Acsv-304_0,商用トラックの電動車の導入に対する国や自治体の支援制度の拡充が必要である
Acsv-304_1,国が定める目標の拡大を早急に進めるべきである
Acsv-305_0,ゼロエミッション車に限定した野心的な新車販売比率目標の設定を求める
Acsv-305_1,全方位追求型ではなく、ゼロエミッション車にフォーカスを当てた政策導入を求める
Acsv-306_0,充電インフラ整備促進に向けた指針において、充電器設置目標が従前より倍増されたことを歓迎する。
Acsv-306_1,「2030年までに充電インフラ30万口」という目標値について、その設定根拠が明示されることを求める。
Acsv-307_0,新車販売は電気自動車（バッテリーEV）に限定すべき
Acsv-308_0,ハイブリッド車は移行期に必要であるが、カーボンニュートラルを達成できないため、別に期限を掲げるべきである。
Acsv-309_0,再エネ比率が低いとビジネスに不利になる。
Acsv-309_1,データセンターや半導体工場の誘致には安価な再エネ電力の調達が前提である。
Acsv-309_2,日本の産業政策として再エネの目標値を高める必要がある。
Acsv-310_0,脱炭素電源へのニーズの高まりに対し、特定の需要家向けに供給可能とするルールの見直しは必須であると考える。
Acsv-310_1,高まるニーズに十分対応可能な電源確保に向けた措置を講じるべきである。
Acsv-311_0,需要家による再生可能エネルギーへのアクセスを確保すべき
Acsv-311_1,追加性のある再生可能エネルギーの導入拡大に向けての取り組み方針を明記すべき
Acsv-312_0,長期間にわたる非化石証書の調達目標を早急に示すべきである。
Acsv-312_1,脱炭素電源による電力調達を実施する需要家が安心して長期契約協議に取り組める事業環境を早期に整備する必要がある。
Acsv-313_0,電源確保には投資環境整備が必須である。
Acsv-313_1,長期脱炭素電源オークションを始めとした政策措置が既に取られている。
Acsv-313_2,特に原子力発電の建設には長いリードタイムと高い費用がかかるため、投資環境整備策を早急に講じるべきである。
Acsv-313_3,英国のRABモデル等、諸外国の制度を参考にして、事業期間中の収入・費用変化に対応可能な投資環境整備策を検討すべきである。
Acsv-314_0,安定的に事業運営できるような事業環境の整備が必要であることは極めて重要である。
Acsv-314_1,原子力の長期の建設リードタイムを踏まえ、2050年CN実現のためには審査プロセスの効率化や投資予見性の確保に向けた実効性のある制度措置の早期検討が必要である。
Acsv-315_0,再生可能エネルギーと原子力をともに最大限活用していくことは矛盾している。
Acsv-316_0,原子力と再生可能エネルギーを区別し、再生可能エネルギーの促進を優先すべきである。
Acsv-316_1,原子力は安全性や老朽化、経済性の観点から2030年や2040年の目標達成が現実的でないおそれがある。
Acsv-316_2,再生可能エネルギーの出力を増やすためには、需要や他の電源に柔軟に対応する必要がある。
Acsv-316_3,原子力を優先することで再エネの出力抑制が頻繁に行われるおそれがあるため、脱炭素電源としての原子力の拡大と再エネの拡大は相反する。
Acsv-317_0,原子力発電の特性が新たな需要に合致するという意見は削除すべきである。
Acsv-317_1,再生可能エネルギーを主力電源とするなら、新たなデータセンターや半導体工場に再エネ+蓄電池100％を義務付ける政策を採るべきである。
Acsv-318_0,原子力発電は、製造業のGXやデータセンターの新たな電力需要に合致する特性を持つが、安全性の確保が前提であり、国民からの信頼確保が必要である。
Acsv-318_1,原子力発電の特性がデータセンターのニーズに合致するという主張は、根拠にはならない。
Acsv-318_2,近年の大規模データセンターは再生可能エネルギーでの運用を目指しており、原子力はそのニーズに適さない。
Acsv-318_3,データセンターの電力消費に合致させるためには、出力可変な電源や調整力が必要であり、定格出力の原子力は適さない。
Acsv-319_0,電力需要を賄うのが原発でなければならない理由はない
Acsv-319_1,再生可能エネルギーの供給安定化にもっと力を注ぐべきである
Acsv-320_0,データセンター需要増加に伴い、原発の徹底した活用が求められるべきである。
Acsv-320_1,原発再稼働については審査の迅速性を高め、リスクに基づいた合理的な判断を行うべきである。
Acsv-320_2,再稼働可能な原発については再稼働を検討する価値がある。
Acsv-321_0,短中期的にはデータセンターの増設や建設が進むため、半導体工場に事業用途向けの電力消費が増加すると考えられる。
Acsv-321_1,既存の原子力発電所の利活用は不可欠であり、新型原子炉の新増設やリプレースを進めるべきである。
Acsv-322_0,原子力発電は全基再稼働を喫緊の目標とすべきである。
Acsv-322_1,原子力発電のリプレースを強力に推進することで電力需要に応えるべきである。
Acsv-323_0,特定の地域にデータセンターの開発が集中することは、自治体の温室効果ガス削減目標の達成を困難にする懸念がある。
Acsv-323_1,データセンターの立地の誘導・規制を行うべきである。
Acsv-324_0,電力需要について、データセンター、半導体工場、電炉の立地地域における分散型の電力供給確保の視点を入れるべきである。
Acsv-324_1,データセンター等の誘致や建設決定には電源確保策・増設策と送電網の整備をセットにした方策を考えるべきである。
Acsv-325_0,データセンターや半導体工場を原子力や水力発電所敷地内もしくは隣接地域に誘導する政策があり得る。
Acsv-325_1,鉄鋼業や製紙・パルプ業等に原子力や水力由来の電力を優先的に割り当てる政策が必要である。
Acsv-325_2,鉄鋼業の脱炭素化にはCO2フリー電力が前提であり、国民的コンセンサスを得ながら戦略的にCO2フリーエネルギー源を優先的にアロケーションする必要がある。
Acsv-325_3,昼間の発電量が多い太陽光は、民生（商業）部門や民営（家庭）部門用に優先的にアロケーションするのが適切である。
Acsv-326_0,特定の電源や燃料源に過度に依存しないようバランスのとれた電源構成を目指すべきである。
Acsv-326_1,多様なエネルギー源のベストミックスを追求することが必要不可欠であり、再生可能エネルギーと原子力を最大限活用すべきである。
Acsv-326_2,水素・合成燃料など次世代エネルギー製造のためには国内で脱炭素電源を確保することが重要である。
Acsv-327_0,原子力の利用は再生可能エネルギーとともに最大限活用することが極めて重要である
Acsv-327_1,今後も原子力の利用方針を堅持すべき
Acsv-328_0,出力制御量の削減策として、原子力をベースロードとして活用し、変動性再エネの出力制御量を最小化しながら再エネを拡大する基本的な方向性を示す必要がある。
Acsv-329_0,従来の再エネか原子力かという二項対立的視点から脱却した新たな考え方を取り入れた点は評価する。
Acsv-330_0,新たなエネルギー源として水素や地熱エネルギーに注目し、移行を進める必要がある。
Acsv-331_0,日本は豊富な資源を持っているが、それを十分に活用できていない。
Acsv-331_1,川や海の資源や水素エネルギーに目を向けるべきである。
Acsv-331_2,トヨタの水素カーのような取り組みは未来のエネルギー源として期待されている。
Acsv-332_0,水素エネルギーは次世代のエネルギー供給体制の基盤として期待できる
Acsv-332_1,水素はエネルギーの多様性と柔軟性を提供し、再生可能エネルギーとの連携によってより強靭なエネルギーシステムを築くことが可能である
Acsv-333_0,2050年のカーボンニュートラルを実現するためには、2040年頃までにグリーン水素供給体制を確立する必要がある。
Acsv-333_1,水素1000万トンを国内生産する場合、従来の電力需要に加えて、追加で476TWhの脱炭素電源を計画に組み込むべきである。
Acsv-334_0,石炭火力、原発の完全撤廃を求める未来を本気で考えるべきである。
Acsv-335_0,化石燃料使用への補助金を停止すべき
Acsv-335_1,化石燃料に課税すべき
Acsv-335_2,将来問題になりそうな原子力発電所の開発を中止すべき
Acsv-336_0,火力発電が電源構成の７割を占める原因は、自然再生エネルギーへの切り替えや投資などの環境整備が遅れたためである。
Acsv-336_1,火力発電の「活用」は認められない。
Acsv-336_2,ＧＸ推進の実体は原発や化石燃料の推進であり、方向性として間違っている。
Acsv-337_0,原発は有事の際に標的になりやすく、国の安全保障上からも無くすべきである。
Acsv-337_1,原発と火力発電は燃料を海外に頼り、輸入代金が増えるばかりである。
Acsv-337_2,使用済み核燃料の処分が不可能な現状は問題である。
Acsv-337_3,火力発電は大量の温室効果ガスを排出し、地球温暖化を加速させているため、化石燃料からの脱却は急務である。
Acsv-337_4,イギリスが石炭火力発電を廃止したことを考えれば、日本にもできるはずである。
Acsv-338_0,再エネへの転換を遅らせ、原子力や化石燃料を維持することはエネルギーの安全保障に反する。
Acsv-338_1,再エネは自前の安いエネルギーであり、原子力や化石燃料は高価で供給不安定なエネルギーである。
Acsv-339_0,高い再エネ導入量を目指すべき
Acsv-339_1,石炭火力のフェードアウトを進めるべき
Acsv-339_2,原子力の依存度を低減すべき
Acsv-340_0,1.5度目標を実現するため、再生可能エネルギーを伸ばす政策に転換し、原発や火力発電を減らすべきである。
Acsv-340_1,小規模発電で地産地消のエネルギーが実現するように国がサポートすべきである。
Acsv-341_0,限られた資源は、火力発電や原子力発電の延命に使うのではなく、再生可能エネルギーの拡大に充てるべきである。
Acsv-342_0,太陽光や風力などの再生可能エネルギーは環境に優しく持続可能なエネルギー源である。
